x1,x2,x3,x4a,x4b,x5,x6,x7,x8,x9a,x9b,x10,x11,x12,x13,x15,x16,x17,x18,Exposure,y
73,0,13,1,0,3.939149293,87,16,0,0,1,21.44,45,46,45,0,1,1,1,3.024724115,0
60,1,18,1,0,3.615084248,58,46,0,1,0,10.33,35,43,87,0,1,1,1,6.312288077,0
61,1,18,1,0,3.203484669,87,102,1,1,0,9.51,60,47,43,0,1,1,1,0.526198771,0
27,1,30,1,1,2.837734693,65,55,1,0,0,22.26,46,46,60,1,0,0,0,-0.693972535,0
62,1,31,1,0,4.094574539,8,71,0,0,0,22.41,47,54,54,0,1,1,1,2.73975308,1
47,1,11,1,1,2.656501814,101,41,0,1,0,17.27,69,52,55,0,1,1,1,0.059393992,0
59,1,12,1,1,2.866681936,0,50,0,0,0,13.9,44,45,58,0,0,0,1,0.500066177,0
48,1,23,1,0,3.881693783,31,102,0,0,0,15.31,49,43,51,0,0,0,0,-0.639695344,0
70,0,24,1,0,6.662308173,1,175,0,0,0,20.37,55,41,48,0,1,1,0,1.318069206,1
37,1,28,1,0,3.798821641,155,130,0,0,0,14.6,69,50,43,1,0,0,1,0.066526858,0
38,1,22,0,0,4.597719237,76,53,0,0,0,7.44,58,63,53,1,0,1,1,0.385578586,0
46,1,23,1,0,8.317435197,182,135,0,0,0,17.8,57,63,64,0,0,1,0,-2.082051327,0
52,0,18,1,0,4.343506116,62,118,1,0,0,7.62,52,65,61,1,1,1,1,-1.1258761,0
55,1,19,1,0,4.852147037,41,318,0,0,0,15.45,49,61,48,1,0,1,0,-0.434972124,0
45,1,28,1,1,2.891661072,41,0,1,0,0,36.85,44,30,62,1,0,0,0,-0.505962194,0
52,1,9,1,0,3.49839491,177,429,0,1,0,16.2,65,39,48,0,1,1,1,4.465585282,0
58,1,17,1,0,10.75056132,21,24,1,1,0,31.78,46,64,46,0,0,0,0,0.465888452,0
61,0,20,1,0,3.732934182,0,12,0,0,0,21.73,38,46,56,0,1,0,1,0.14159983,0
61,0,11,1,0,3.340909599,156,37,1,1,0,11.38,72,44,60,1,0,1,1,1.216575062,0
51,1,13,1,1,1.970525821,33,74,1,0,0,23.01,50,57,53,1,1,1,1,0.248661656,0
63,1,17,1,1,3.383713529,0,0,0,0,0,17.07,50,50,49,0,1,1,1,4.990884527,0
39,1,9,1,0,3.803642102,43,12,0,1,0,15.68,51,46,69,1,0,0,0,-1.201630995,0
58,0,11,1,1,2.643537813,1,0,1,1,0,17.38,35,48,60,1,1,1,1,3.711946084,0
75,0,46,1,0,2.630903971,60,111,0,0,0,20.15,42,54,43,0,0,1,0,4.730551254,1
55,1,16,1,0,2.41094519,113,348,0,0,0,24.97,63,56,66,1,0,1,1,2.13811429,0
66,1,27,1,0,2.243174264,129,0,0,1,0,12.56,54,44,49,0,0,1,0,0.725675053,1
51,1,25,1,0,4.058345446,152,44,1,0,0,20.43,53,52,52,1,0,1,1,-0.290285342,0
58,1,37,1,0,4.935980923,246,143,1,0,1,23.65,36,46,56,0,0,1,1,0.457620904,0
51,1,29,1,0,5.675850826,467,202,0,1,0,5.55,47,64,54,1,0,0,0,1.591336653,0
57,0,34,1,0,5.169795524,105,270,1,0,0,18.63,50,51,50,0,1,1,1,0.835629716,1
49,1,9,1,0,2.452098384,187,0,1,1,0,9.81,61,50,35,1,0,0,0,-0.658182655,0
76,0,17,1,1,8.160361333,0,45,0,1,0,19.67,39,58,60,0,0,0,0,0.029803366,1
48,1,45,1,0,18.30655148,50,190,1,0,0,15.01,66,57,73,0,0,0,0,-0.459445556,0
43,1,30,1,0,2.205691516,268,133,1,0,0,19.06,37,53,41,0,1,1,1,0.418547804,1
61,0,28,1,0,3.327525578,6,14,0,0,0,38.74,45,47,56,1,1,1,1,4.008328191,0
60,1,24,1,1,6.244706438,79,121,0,0,0,10.01,62,58,61,1,0,0,1,1.319170413,1
45,1,28,1,0,5.796587839,118,63,0,0,0,6.48,70,53,58,0,0,1,0,0.28254988,0
52,1,20,1,0,3.915661894,309,40,1,1,0,10.4,66,61,73,0,0,0,0,0.215131658,0
60,0,18,1,0,9.005544458,34,8,0,0,0,41.29,52,67,39,0,0,1,1,0.201767305,1
68,0,37,1,0,6.163090874,8,7,0,0,0,29.17,42,53,63,0,0,0,1,4.881813818,1
55,1,37,1,0,1.847496364,408,121,0,0,0,24.74,50,32,62,0,1,1,1,0.851973736,0
70,1,20,1,0,3.638367849,130,176,0,0,0,7.35,54,56,61,0,1,1,1,1.233010856,0
55,1,28,1,0,6.625455557,154,39,0,0,0,14.8,66,57,68,0,1,1,1,-1.067364021,0
40,1,16,1,0,5.973775782,0,14,1,0,0,15.84,32,55,56,0,0,0,0,0.451273527,0
60,1,29,1,0,4.847154419,36,51,0,0,0,47.6,54,42,42,0,1,1,1,-1.505104165,1
66,0,26,1,0,6.600407297,77,11,0,0,0,13.53,63,45,71,0,1,1,1,-1.536224019,0
65,1,25,1,0,5.89185063,10,18,1,0,0,11.01,48,44,66,0,0,0,0,4.005774988,0
40,1,20,1,0,5.879696111,11,27,0,0,0,8.39,48,61,57,0,0,0,0,6.066031417,0
64,0,30,1,0,8.162985038,78,140,0,0,0,9.61,57,56,61,1,1,1,1,-0.971283433,0
51,1,15,1,0,2.153942536,426,195,0,0,0,10.68,64,50,64,0,1,1,1,1.268750188,1
45,1,26,0,0,2.541302394,896.5,472,0,0,0,7.84,69,43,39,1,1,1,1,2.113062859,0
60,1,10,1,1,3.943356162,209,172,1,1,0,14.01,69,69,59,1,1,1,1,-0.827209117,0
61,1,27,1,0,12.47228067,196,211,1,1,0,18.48,67,63,41,1,0,0,0,0.400702049,0
36,1,22,1,1,2.848130732,100,251,0,0,0,17.81,56,57,49,1,0,0,0,0.077322027,0
61,1,21,1,0,2.654247098,155,233,1,1,0,23.47,48,44,46,1,0,0,0,0.131542527,0
53,1,13,1,1,4.501116106,23,13,0,1,0,38.99,56,44,75,0,0,0,1,0.283753704,0
62,0,25,1,0,2.455124323,74,31,0,0,0,14.71,58,52,74,0,0,0,0,0.026714249,1
52,1,22,1,1,11.72970813,264,679,0,0,0,14.09,65,79,63,1,1,0,0,-0.203129852,0
36,1,17,1,0,6.251204899,25,45,0,0,0,25.75,55,55,64,0,0,0,0,-1.338057205,1
57,1,22,0,0,8.51445919,20,161,0,0,0,14.95,43,47,52,0,0,1,1,4.242624598,0
67,0,16,1,0,3.820512882,192,221,1,1,0,16.63,49,63,50,0,1,1,1,-0.674717501,0
63,0,29,1,0,4.232444908,300,84,0,0,0,14.24,65,56,65,0,0,0,0,-0.003949173,0
57,0,15,1,0,3.558281737,138,90,0,0,0,10.47,66,57,52,1,0,1,1,-1.19414176,0
74,1,39,1,0,10.67032515,86,121,0,1,0,19.39,63,50,66,0,0,0,0,0.151960865,0
44,1,16,0,0,3.232981692,354,145,0,0,0,28.23,68,61,54,1,0,0,0,-0.720658123,1
66,0,21,1,0,3.487983032,72,51,0,0,0,21.95,61,64,54,1,0,0,0,-1.902516339,0
71,0,27,1,0,5.933443013,34,36,1,0,0,16.3,56,52,32,0,1,1,1,-2.207637864,1
59,0,18,1,0,2.259896397,34,38,1,0,0,9.58,46,52,50,0,1,0,1,-1.47001294,0
48,1,16,1,0,1.168208692,896.5,144,1,0,0,9.24,66,42,55,1,1,1,1,1.21914675,0
62,0,31,1,0,8.060292131,1,23,0,0,0,8.34,40,65,51,0,1,1,1,3.135159156,0
30,1,15,1,0,5.075397911,156,78,1,0,0,33.76,49,64,57,0,0,0,1,-0.97164539,1
58,1,18,1,0,6.309163327,147,192,0,1,0,12.45,69,42,66,1,0,0,0,0.477036949,0
62,1,17,1,0,2.706730054,134,273,0,0,0,14.12,66,50,79,0,0,1,1,1.08412001,0
62,1,27,1,1,5.604984546,125,66,0,0,1,11.75,65,46,40,0,0,0,0,1.814952963,0
48,1,15,1,1,5.540202492,19,21,0,0,0,12.04,56,63,55,1,0,1,0,-0.534229467,0
46,1,22,1,1,4.233919928,86,56,0,0,0,22.56,54,63,46,0,1,1,1,-0.747034799,0
59,1,14,1,0,3.157947707,41,7,0,0,0,10.06,44,62,32,1,0,1,1,-1.336181966,0
45,1,23,1,0,2.119616722,745,112,0,0,0,17.83,64,39,51,0,0,0,0,0.02448794,0
60,1,7,1,0,7.874553694,1,53,0,0,1,19.24,53,53,62,1,0,1,0,0.503063741,0
59,1,23,0,0,5.06463805,116,84,0,0,0,9.59,58,49,59,1,0,0,0,1.007243932,0
61,1,34,0,0,8.235379823,177,139,0,0,0,50.47,58,53,63,0,0,0,0,0.544323857,0
45,1,29,1,0,8.279430388,92,79,1,0,0,15.13,64,48,52,0,1,1,0,-0.312163079,1
46,1,16,0,0,5.010704878,49,12,0,0,0,29.23,53,37,66,0,0,0,0,0.966097804,0
44,1,13,1,1,5.114268501,63,259,0,1,0,23.02,66,42,50,0,0,0,0,-1.114094297,0
56,1,27,0,0,4.686522784,256,186,0,0,0,16.06,56,60,36,0,1,1,1,-0.954251277,1
52,1,12,1,0,2.530186061,59,13,1,0,0,13.85,51,55,63,0,1,1,1,-0.498548299,0
30,1,11,0,0,2.165980955,896.5,149,0,0,0,30.79,57,69,52,1,1,0,0,-0.450595672,1
50,1,17,1,0,7.046988388,66,46,0,0,0,9.86,58,67,66,1,1,1,0,-0.947693718,0
75,0,34,1,0,9.760783225,10,0,0,1,0,11.28,42,62,56,1,0,1,1,3.800216383,0
56,0,25,1,1,2.232839892,86,210,1,0,0,5.51,48,42,66,0,1,1,1,-0.208544489,0
61,0,12,1,0,2.657861243,111,81,0,0,0,8.05,64,38,62,0,1,1,1,-0.232462815,0
47,1,29,1,0,3.31450149,172,22,0,0,0,27.99,69,58,43,0,1,1,1,-0.76769727,0
48,1,19,1,0,5.872818387,104,168,0,0,0,16.01,53,61,56,0,0,0,0,-0.009686558,0
39,1,7,1,0,3.12012284,174,28,0,1,0,23.27,72,51,65,0,0,1,0,-1.384103377,0
83,0,12,1,0,5.556123158,127,49,0,0,1,7.74,57,68,64,0,1,1,0,1.880754548,0
61,0,16,1,0,3.693451918,93,38,1,0,0,7.34,59,60,72,1,0,1,0,1.177090415,0
52,1,54,1,1,4.654227698,0,43,1,0,0,2.78,47,46,57,1,0,0,0,1.435611002,0
44,1,21,0,0,8.89261155,205,350,0,0,0,14.88,55,75,55,0,0,0,0,1.055711232,0
45,1,17,1,1,4.328271024,15,163,0,0,0,9.69,64,57,43,0,1,1,1,0.56339949,1
54,1,20,1,0,5.78784721,24,33,0,0,0,14.14,47,57,63,0,0,1,0,0.8760845,0
47,1,19,1,0,6.752101165,40,52,0,0,0,32.81,46,60,53,0,0,1,1,-1.048925661,0
44,1,17,1,0,4.226768806,174,211,0,0,0,16.07,79,54,54,0,1,1,1,1.151589593,0
36,1,16,1,0,3.244061815,202,120,0,1,0,21.02,61,39,56,1,1,1,1,0.883585293,1
65,0,15,1,0,3.163966498,58,9,1,1,0,19.94,50,47,56,0,0,1,1,0.433938684,0
50,1,37,1,0,9.183827714,22,40,1,0,0,6.5,52,58,58,1,1,1,1,-0.367647058,0
65,0,11,1,0,2.922207225,111,130,0,0,0,29.4,55,51,43,1,1,1,1,-0.102654876,0
44,1,14,1,0,6.797276589,34,106,0,0,0,5.81,61,66,40,1,1,1,1,0.004251201,0
58,1,24,1,0,7.377701922,0,30,0,0,0,16.72,46,51,55,0,1,1,1,4.443152598,0
66,0,21,0,0,2.247502073,320,91,0,0,0,15.28,51,45,68,1,0,0,0,-1.222637679,1
32,1,16,1,1,10.08798891,6,0,0,0,0,10.36,70,70,56,1,0,0,0,1.599401854,0
46,1,20,1,1,6.214447046,22,60,0,0,0,9.8,53,58,65,1,0,1,0,-0.380850008,0
47,1,30,1,0,4.929062301,17,21,0,0,0,25.69,50,52,44,0,0,0,0,0.151440977,0
43,1,21,1,0,2.387792089,99,106,1,0,0,18.86,33,45,61,0,1,1,1,4.491564991,0
58,1,14,1,0,1.246909566,896.5,376,1,1,0,24,52,58,51,1,1,1,1,0.148489955,0
59,1,16,1,0,3.020405942,250,137,1,0,1,23.98,43,58,73,1,1,1,1,-0.717134123,0
64,1,22,1,0,6.633403711,146,201,0,0,0,8.89,65,72,46,1,0,1,1,0.402822794,0
49,1,31,1,0,3.442874202,821,314,1,0,0,33.92,63,63,57,1,0,1,1,-0.327405859,1
57,1,10,1,0,1.712547457,192,131,1,1,0,13.68,54,49,63,1,0,1,0,0.371963044,1
54,0,16,1,0,2.037382697,47,2,0,0,0,32.36,43,40,45,1,0,1,1,4.483809345,0
53,1,13,1,0,2.907230368,268,65,0,1,0,20.29,63,65,44,1,1,1,1,0.128638529,1
60,1,21,1,1,3.630441141,125,6,0,0,0,10.36,62,60,39,0,0,0,1,-0.796665197,0
59,0,35,1,0,4.115188052,45,0,0,0,0,27.7,60,50,73,0,1,1,1,0.095681041,0
68,0,10,1,1,5.818764654,416,252,0,1,0,36.81,82,69,50,0,1,1,1,0.052326061,1
71,0,23,1,0,2.536490253,315,70,0,0,0,11.18,64,45,65,1,1,1,1,0.416268716,0
49,1,21,1,1,8.464295765,58,175,0,0,0,28.29,62,64,43,0,0,1,1,0.199715692,0
42,1,25,1,0,1.976076524,603,155,1,1,0,10.59,66,27,50,0,1,1,1,1.136699123,1
49,1,14,1,0,4.067753083,134,171,0,0,0,13.01,61,65,71,0,0,1,0,1.563376998,0
55,1,19,1,1,3.561870856,85,44,1,0,0,23.21,55,49,35,1,0,1,1,-0.706949156,1
45,1,19,1,0,2.830252006,120,71,1,0,0,10.28,56,59,60,0,1,1,0,1.080245498,0
56,1,30,0,0,7.759787338,675,269,1,0,0,15.7,60,57,70,0,0,0,0,0.463605685,1
62,1,30,1,0,5.653074771,38,18,1,0,0,28.46,49,46,50,1,1,1,1,3.355296979,0
60,0,23,1,0,9.800630022,68,8,0,1,0,22.56,58,56,48,1,1,0,0,-1.344753479,0
54,1,9,0,0,7.093243288,27,0,0,1,0,12.07,39,61,45,0,1,1,1,3.888172806,0
67,0,24,1,1,7.478403153,89,547,0,0,0,9.02,50,61,53,1,1,1,1,-0.79330708,0
54,1,16,1,0,6.322656104,221,78,0,1,0,13.32,74,62,58,1,1,1,1,-1.230433859,0
47,1,20,1,0,14.58883509,42,27,1,1,0,4.95,65,66,63,0,1,0,1,0.389614975,0
49,1,8,1,0,1.687671055,145,4,1,1,0,13.96,59,36,65,1,0,1,0,-1.787497467,0
38,1,25,1,0,4.450915237,122,145,0,0,0,22.33,66,47,58,0,0,1,0,0.324801231,0
58,1,32,0,0,5.623528582,185,130,0,0,0,24.15,55,61,55,1,0,1,0,-1.218101097,0
45,1,17,1,0,2.74071591,180,60,1,0,0,18.33,55,46,61,1,0,0,0,0.208180535,0
51,1,15,1,0,2.665293254,172,166,1,1,0,22.61,57,52,51,0,1,1,1,0.783790359,1
49,1,16,1,1,1.797141161,98,14,0,0,0,6.83,57,44,62,1,0,1,1,2.339511656,1
60,1,64,1,0,5.385790657,53,21,0,0,0,21.51,47,43,65,1,0,0,0,-1.212630566,0
50,1,21,1,0,5.576854581,42,16,1,1,0,19.98,48,51,56,0,0,1,0,0.527143331,0
50,1,21,1,0,1.797983938,372,481,0,0,0,19.11,52,39,58,1,1,1,0,-0.387752174,1
80,0,44,1,0,4.804767052,23,8,0,0,0,26.34,52,57,83,1,1,1,0,4.461531118,0
54,1,14,1,0,5.301404842,395,40,1,1,0,11.34,64,63,50,1,1,1,1,-2.744930054,0
59,0,16,1,0,2.442127531,311,159,0,0,0,21.55,56,50,40,1,0,1,1,4.162027828,1
53,1,10,1,0,3.79191841,56,63,0,0,0,15.78,49,54,47,1,0,1,1,5.656273066,0
63,0,25,1,0,4.051257063,135,77,0,0,0,18.92,61,45,56,0,0,1,0,-0.106172969,0
49,1,33,0,0,4.952652268,365,282,1,0,0,24.25,62,49,38,1,0,1,1,0.003111841,0
43,1,9,1,1,4.580869994,0,42,0,1,0,8.11,42,50,52,0,1,1,1,3.845465876,0
50,1,18,1,0,5.589437284,96,119,1,1,0,4.24,50,68,58,1,0,1,0,0.516761823,0
53,0,15,1,0,3.216357194,127,226,0,0,0,3.72,49,51,61,0,1,0,1,0.847293874,1
36,1,25,0,0,4.753717428,115,149,0,0,0,12.09,55,63,69,1,0,0,0,-2.064868719,0
51,1,26,1,0,2.386429285,896.5,29,0,0,0,22.49,62,69,51,1,0,1,0,-0.576163128,1
56,1,10,1,0,3.788855799,298,126,0,1,0,15.17,71,41,49,1,0,1,0,-1.515942321,1
61,1,15,0,0,3.595384821,896.5,305,0,0,1,8.54,58,51,39,0,1,1,1,0.088281489,1
57,1,19,1,0,4.826276099,29,154,1,0,0,21.73,52,54,53,0,0,0,0,0.426925939,0
41,1,12,1,1,3.113886346,17,0,1,0,0,9.02,43,54,68,1,1,1,1,-1.211959669,0
62,1,15,1,0,4.258081799,11,0,0,0,0,13.86,44,68,63,1,1,1,1,2.330849985,0
59,1,29,1,0,1.735885744,459,92,0,0,0,25.81,66,45,24,0,1,1,1,0.408176231,0
52,1,10,1,0,3.425002762,153,59,0,1,0,13.54,53,46,45,0,1,1,1,4.860483796,0
72,0,16,0,0,2.921865263,159,10,1,1,0,14.98,55,54,51,0,1,1,1,0.265189171,0
55,1,12,1,0,1.599539678,99,81,0,0,0,13.75,47,38,51,0,1,1,1,-0.312748104,0
46,1,18,1,0,5.707373547,151,13,0,1,0,16.48,62,59,45,1,0,1,1,-0.814525291,0
50,1,13,1,1,3.947498153,81,137,0,0,0,32.15,63,69,42,1,0,0,0,2.198673192,0
35,1,20,1,0,7.236718414,161,267,0,0,0,19.05,61,61,48,0,0,1,1,-0.130988673,0
34,1,11,1,0,2.944901716,72,21,0,0,0,8.39,56,54,52,1,0,1,0,-0.175396532,0
31,1,19,1,0,7.302825973,48,8,1,1,0,9.27,45,62,54,0,1,1,1,3.828675112,0
44,1,24,0,0,4.983169368,144,78,0,0,0,26.59,61,57,57,1,1,0,0,-0.038250687,0
46,1,18,1,0,6.43066969,126,711,1,0,0,33.77,45,53,57,1,0,0,0,-0.109991262,1
63,1,14,1,1,7.080994244,13,75,1,0,1,11.65,40,51,49,1,0,0,1,-0.625724717,0
51,1,10,1,0,6.582831388,43,3,1,0,1,11.82,57,71,66,1,0,0,0,-0.03312006,0
40,1,20,1,0,4.665753298,99,54,0,0,0,9.02,50,56,55,0,1,1,1,1.424282164,1
55,1,20,0,0,4.964218031,259,23,1,0,1,17.77,52,56,53,1,1,1,1,1.176809114,0
54,1,25,1,1,3.510416453,9,38,0,0,0,10.92,42,53,69,1,0,1,1,3.968581835,0
44,1,17,1,0,3.489254031,130,61,0,0,0,21.48,57,59,54,1,0,0,0,-0.796541732,1
57,1,29,1,0,14.12674202,48,65,1,0,0,5.34,48,74,56,1,0,0,0,5.173827332,0
60,1,23,1,1,3.113574453,15,36,0,0,0,17.15,53,44,82,1,1,1,1,2.062833109,0
49,1,14,1,0,5.032028404,19,2,0,0,0,18.4,44,47,58,1,1,1,0,5.848820005,0
56,1,14,1,1,6.063807928,33,34,1,0,1,17.35,59,51,46,0,0,1,0,0.971981762,0
49,1,34,1,1,5.158548337,26,159,1,0,0,17.04,52,42,62,1,1,1,1,1.841526674,0
45,1,15,1,0,5.726539904,11,190,0,0,0,17.87,41,63,43,1,1,1,1,1.40136718,0
60,0,14,1,1,4.616226168,43,0,0,0,0,15.69,63,49,45,0,1,1,1,-0.199944369,0
46,1,24,1,1,5.780489975,24,33,0,0,0,5.5,58,55,67,1,1,1,1,1.417332229,0
71,0,17,0,0,6.553132899,42,128,0,0,0,4.49,42,65,61,0,1,1,1,2.909626234,0
39,1,22,0,0,4.965357377,201,17,0,1,0,11.75,60,43,60,0,0,0,0,0.046303108,0
44,1,18,1,0,7.508311032,241,330,0,0,0,16.49,64,58,44,1,0,1,0,-0.994527609,0
58,1,16,1,0,4.155749438,11,23,0,0,0,8.71,45,52,49,0,0,1,1,0.17244642,1
48,1,16,1,1,5.33119345,64,52,0,0,0,19.41,66,68,43,1,0,1,0,-0.746743509,0
57,0,14,1,1,7.320469041,3,21,1,0,0,12.63,57,70,62,0,0,1,1,0.487224037,0
69,1,29,1,0,7.035846525,29,16,0,0,0,9.17,47,60,33,0,1,1,1,4.153385777,1
51,1,12,0,0,4.094539778,274,47,0,1,0,17.83,46,49,66,0,1,0,1,4.280208696,0
79,0,14,1,1,3.834294458,7,0,0,1,0,12.88,42,61,68,1,1,1,1,4.252742986,0
59,1,18,1,0,5.220151212,64,229,0,0,0,15.44,56,52,43,0,1,1,1,1.395741429,0
70,1,13,0,0,4.220072111,61,371,1,0,0,26.75,46,74,61,0,0,0,0,0.585959284,0
69,0,11,1,0,4.605077282,141,179,1,1,0,14.04,69,56,57,0,1,1,1,0.848479091,1
79,0,17,1,0,6.346826228,57,139,1,0,0,13.45,44,76,50,1,0,0,0,-0.784009572,0
46,1,23,1,1,4.756248008,232,711,0,0,0,26.61,68,55,54,1,1,1,1,0.85498162,0
54,1,20,1,0,3.435408118,282,6,0,0,0,11.44,58,55,42,0,0,0,0,0.214918325,0
55,1,14,1,1,3.522800588,42,10,0,1,0,17.61,49,57,57,1,1,1,1,4.689460852,1
54,1,17,1,0,6.620363062,53,117,0,0,0,13.27,61,59,64,0,0,0,0,-1.804551206,0
60,1,18,1,0,4.846824942,88,600,1,1,0,13.81,52,51,58,1,0,1,0,-0.667837593,1
35,1,38,1,0,2.75029473,160,425,1,0,0,20.72,50,43,49,0,0,0,1,-0.426490661,1
77,0,13,1,0,5.969192676,252,572,0,1,0,24.2,69,45,52,1,0,1,1,0.06996477,0
39,1,28,1,0,7.824247139,17,0,1,1,0,10.8,39,47,40,0,1,1,1,4.339310389,0
61,1,23,1,0,2.50556184,23,10,0,0,0,12.2,30,59,39,1,1,1,1,3.936148655,0
66,0,25,1,0,9.457346135,39,47,1,0,0,35.24,58,58,55,0,1,1,1,1.691361675,0
68,0,49,1,1,4.212937914,6,30,0,0,0,22.44,48,48,73,1,1,1,0,-2.810546233,1
64,0,10,1,1,1.680760464,21,0,0,0,0,5.04,47,47,66,0,0,1,1,0.65232851,0
57,1,20,1,1,4.834512765,67,0,1,1,0,8.51,63,69,67,0,1,1,1,1.447612592,0
43,1,34,1,0,9.854610421,22,11,0,0,0,18.48,59,68,60,0,1,1,0,0.837333289,0
55,1,28,0,0,4.408614526,518,67,1,1,0,12.82,45,71,36,1,0,0,0,-1.042989804,1
46,1,22,1,0,5.792870981,110,22,0,0,0,20.12,71,64,48,1,0,1,1,-0.559857388,0
49,1,17,1,0,2.817902832,154,15,0,0,0,13.04,65,38,56,0,0,0,0,0.447462373,0
49,1,16,1,0,4.784465824,31,34,1,1,0,10.46,46,50,54,0,0,1,0,0.216711196,0
65,0,17,1,0,1.823618166,502,20,1,0,0,12.77,60,55,49,1,1,1,1,0.311531575,1
51,1,23,1,0,4.069495058,11,13,1,0,0,20.93,46,44,64,0,0,1,0,1.340159136,0
35,1,21,1,0,3.620615658,94,221,1,0,0,13.5,53,61,63,0,0,0,0,0.051410327,0
46,1,14,1,0,3.527968738,74,25,0,0,0,14.13,57,47,56,1,0,1,1,-0.88195251,0
50,1,26,1,1,3.494153515,79,112,0,0,0,19.48,70,53,57,0,0,1,1,-1.949174307,1
65,0,23,1,0,5.177989383,571,45,0,1,0,8.16,76,67,45,1,0,0,0,-0.22630456,1
46,0,17,1,0,5.103785013,896.5,145,0,0,0,14.42,93,49,71,0,0,0,0,-0.387729474,0
57,1,57,1,0,3.441028243,120,4,1,0,0,12.64,34,61,60,1,1,1,1,5.302785774,0
58,1,32,1,0,6.466277718,17,16,1,0,0,11.47,31,67,58,1,0,1,0,-0.608788835,0
58,0,21,1,0,4.067524811,124,10,0,0,0,9.02,54,53,58,1,1,1,1,0.115412304,0
64,1,19,0,0,5.124709991,174,36,1,0,1,35.73,38,62,63,0,1,1,1,-1.995197399,0
58,1,10,1,0,3.440520104,68,89,0,1,0,12.56,73,45,45,0,1,1,1,0.181374744,0
41,1,17,1,1,4.128325417,36,3,1,0,0,32.51,50,44,74,1,1,0,1,0.071056817,1
62,0,13,1,1,5.043283868,0,0,0,0,0,12.36,52,52,57,0,1,1,1,6.335388283,1
56,1,13,1,0,2.081051335,234,0,0,1,0,11.95,52,68,56,1,1,1,1,3.26727767,0
26,1,24,1,0,2.872889676,139,10,0,0,0,19.95,64,54,51,1,0,0,1,0.176666964,1
41,1,25,1,0,6.039453462,11,0,0,0,0,20.63,45,47,48,1,1,1,1,3.248164532,0
54,1,19,1,0,6.450899893,93,41,1,0,0,15.69,47,64,50,0,1,1,0,-0.684259917,0
64,1,12,1,1,4.672749585,48,61,0,0,1,8.9,62,41,42,0,1,1,1,-0.450387957,0
61,1,8,1,0,3.569627812,62,114,0,1,0,11.01,60,43,62,1,1,1,1,-0.503051137,1
46,1,10,1,0,4.130325781,9,34,0,0,0,8.31,53,56,49,0,1,1,1,-0.636906102,0
48,1,18,0,0,4.438996239,181,6,1,1,0,7.29,55,49,50,1,0,0,1,4.013207986,1
46,1,22,1,1,9.38721409,11,29,1,0,0,6.78,55,70,50,0,1,1,1,3.020026301,0
30,1,40,1,0,9.491564889,91,104,0,0,0,24.98,62,62,47,0,1,1,1,-1.454404102,0
42,1,29,1,0,4.744976974,364,66,0,0,0,28.87,56,63,52,1,0,0,0,-2.449618558,0
43,1,21,1,0,2.847629696,572,633,0,0,0,16.25,60,55,64,1,0,0,1,0.223908843,0
68,0,26,1,1,8.29387734,52,0,0,0,0,7.42,61,71,71,1,0,1,1,-0.780127116,0
48,1,17,1,0,5.564283543,0,25,0,0,0,8.82,38,56,54,0,0,1,1,0.738869119,0
55,1,21,1,0,3.810445118,9,141,1,0,0,6.79,39,42,38,0,0,0,0,-0.038065814,0
38,1,40,1,0,6.897019122,45,119,0,0,0,11.61,46,28,53,1,1,1,1,-1.423763746,0
48,0,19,1,0,1.315259034,21,0,0,0,0,12.76,42,37,65,1,0,1,0,-0.081642875,0
49,1,20,1,0,4.120016485,58,113,0,0,0,18.11,52,46,53,0,0,1,1,-1.224272607,0
51,1,10,1,0,1.391629925,433,199,0,1,0,8.11,62,24,61,1,0,0,1,0.263182933,0
46,1,13,1,0,3.877676117,47,112,0,0,0,18.35,59,52,71,1,0,1,0,5.589521642,1
41,1,18,1,0,3.517002984,39,55,1,0,0,8.36,35,47,46,0,1,1,1,0.132366444,0
58,1,30,1,1,5.027193068,23,0,1,0,0,19.22,47,67,41,0,1,1,1,2.361324869,0
40,1,22,1,1,4.951315065,3,16,0,0,0,14.26,51,43,52,0,0,0,0,0.806921435,0
57,1,23,1,1,7.851989365,60,67,0,0,0,8.53,74,59,46,0,0,1,0,-1.943530279,0
69,0,16,1,0,5.193060937,161,479,0,0,0,11.08,50,62,54,1,1,1,1,1.096154546,0
64,0,13,0,0,5.310976003,22,25,0,0,0,15.29,47,75,55,0,0,0,0,1.126161478,0
46,1,23,1,1,8.383431296,21,0,1,1,0,29.26,35,70,39,1,1,1,1,3.436195378,0
54,1,28,1,1,4.072208175,186,60,1,0,0,19.67,65,50,76,0,0,0,0,-0.475418559,1
45,1,24,1,0,3.422520005,63,261,0,0,0,15.83,51,44,55,1,1,1,0,3.853598433,1
57,0,30,1,0,4.659932576,52,4,1,0,0,2.7,47,57,60,1,0,0,0,2.350070523,1
63,0,8,1,0,2.2637872,265,76,1,0,1,19.8,62,53,50,0,1,1,1,0.820710096,0
66,0,14,1,1,2.65440568,16,7,0,0,0,19.27,60,48,46,1,0,1,1,-0.73051263,0
52,1,30,1,1,9.380511342,85,1,1,1,0,7.35,64,57,73,0,1,1,1,3.450029852,0
50,1,12,1,0,2.530980938,44,210,0,0,0,6.82,48,43,50,0,1,0,1,-0.97549405,0
